原题名称,标题,题目名称,问题描述,输入描述,输出描述,提示说明,样例输入,样例输出,通过率,AC数,Submit,题目URL,题目列表URL,补题传送门URL,补题题目URL
4315：最大值-3,23-24(1)第2次线上赛,5：最大值-1,求一堆正整数中，逆着看最大的数字,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例先是一个正整数m，表示这组案例有m个数字，（m<=100）
然后是m个正整数。（均不大于1亿）","针对每组案例，输出一个整数，该整数是这m个正整数中逆着看最大的数字。如果有多个整数逆着看最大，则输出其中最大的。
每组案例输出完都要换行。","第一组案例中，16和160逆着看都是61（061也是61），23逆着看是32，故答案是16和160中较大的160。
第二组案例中，129逆着看是921，345逆着看是543，678逆着看是876，故答案是129。","2
3
16 160 23
3
129 345 678","160
129",33.11%,49,148,https://www.xujcoj.com/home/contest/1484/problem/5,https://www.xujcoj.com/home/contest/1484/problem,https://www.xujcoj.com/home/problem?keyword3=1484,https://www.xujcoj.com/home/problem/detail/4313
4332：强质数-3,23-24(1)第3次线上赛,6：强质数-3,"如果一个整数是质数，且该整数可以拆分成两个部分，每个部分都是一个质数，则称a是强质数。例如137就是一个强质数，因为137是质数，137可以拆分成13和7这两个质数。
输入一个整数，判断是否为强质数。","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=10000）
每组案例由一个整数a组成（绝对值不大于1e8）。","针对每组案例，如果a是强质数，则输出Yes，否则输出No。
每组案例输出完都要换行。",,"2

137

47



","Yes

No

",19.43%,34,175,https://www.xujcoj.com/home/contest/1515/problem/6,https://www.xujcoj.com/home/contest/1515/problem,https://www.xujcoj.com/home/problem?keyword3=1515,https://www.xujcoj.com/home/problem/detail/4332
4334：字母表,23-24(1)第3次线上赛,2：字母表,输入一个英文字母，先输出“几乎”所有大写英文字母，再输出“几乎”所有小写英文字母，其中输入英文字母对应的大小写均不要输出。,只有一组案例。一个英文字母字符a。,"第一行输出“几乎”所有大写英文字母，第二行输出“几乎”所有小写英文字母，其中输入英文字母字符a对应的大小写均不要输出。
第二行输出完也要换行。",,c,"ABDEFGHIJKLMNOPQRSTUVWXYZ
abdefghijklmnopqrstuvwxyz",49.76%,208,418,https://www.xujcoj.com/home/contest/1515/problem/2,https://www.xujcoj.com/home/contest/1515/problem,https://www.xujcoj.com/home/problem?keyword3=1515,https://www.xujcoj.com/home/problem/detail/4334
4336：几个0,23-24(1)第3次线上赛,4：几个0,问一堆整数相乘结果的尾数里有几个0。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例中，先是一个正整数m，表示数字的个数，（m<=3000）
然后是m个整数。（绝对值均不大于1亿）","针对每组案例，输出一个整数，表示这m个整数相乘结果的尾数里有几个0。（如果结果是0，认为尾数里有1个0）
每组案例输出完都要换行。",,"2
3
0 1 2
5
10 10 7 8 9","1
2",5.80%,21,362,https://www.xujcoj.com/home/contest/1515/problem/4,https://www.xujcoj.com/home/contest/1515/problem,https://www.xujcoj.com/home/problem?keyword3=1515,https://www.xujcoj.com/home/problem/detail/4336
4337：斐波那契程序员-2,23-24(1)第4次线上赛,5：斐波那契程序员-3,"一个很有个性的程序员，给自己制定了前十天的目标，具体到每一天该写多少份代码，到了第11天开始，每天写的代码量，都是前面所有天写的代码总和的末两位数。例如，如果前15天写了1135份代码，则第16天写35份代码。
现在已知前十天每一天的代码量，求该程序员在总共m天里一共写了多少份代码？","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例先是10个非负整数，分别表示第1天、第2天、...、第10天的代码量，（均小于100）
然后是一个正整数m，表示总天数。（1<=m<=10万）","针对每组案例，输出一个整数，表示该程序员在总共m天时间里一共写了多少份代码。
每组案例输出完都要换行。",第一组案例中，第11-13天写的代码量分别是30、60、20,"2
1 2 3 4 5 1 2 3 4 5
13
1 2 3 4 5 1 2 3 4 5
5","140
15",49.14%,86,175,https://www.xujcoj.com/home/contest/1543/problem/5,https://www.xujcoj.com/home/contest/1543/problem,https://www.xujcoj.com/home/problem?keyword3=1543,https://www.xujcoj.com/home/problem/detail/4357
4357：斐波那契程序员-3,23-24(1)第4次线上赛,5：斐波那契程序员-3,"一个很有个性的程序员，给自己制定了前十天的目标，具体到每一天该写多少份代码，到了第11天开始，每天写的代码量，都是前面所有天写的代码总和的末两位数。例如，如果前15天写了1135份代码，则第16天写35份代码。
现在已知前十天每一天的代码量，求该程序员在总共m天里一共写了多少份代码？","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例先是10个非负整数，分别表示第1天、第2天、...、第10天的代码量，（均小于100）
然后是一个正整数m，表示总天数。（1<=m<=10万）","针对每组案例，输出一个整数，表示该程序员在总共m天时间里一共写了多少份代码。
每组案例输出完都要换行。",第一组案例中，第11-13天写的代码量分别是30、60、20,"2
1 2 3 4 5 1 2 3 4 5
13
1 2 3 4 5 1 2 3 4 5
5","140
15",49.14%,86,175,https://www.xujcoj.com/home/contest/1543/problem/5,https://www.xujcoj.com/home/contest/1543/problem,https://www.xujcoj.com/home/problem?keyword3=1543,https://www.xujcoj.com/home/problem/detail/4357
4358：字母序列,23-24(1)第4次线上赛,4：字母序列,有一个无限长度的字母序列ABBCCCDDDDEEEEE...，其规律是1个A、2个B、3个C、4个D、...、26个Z，然后继续27个A、28个B、...这样一直编下去，求数列第m个字母是什么？,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=1000）
每组案例由一个正整数m组成。（m<=10亿）","针对每组案例，输出一个英文字母，表示数列第m项的英文字母。
每组案例输出完都要换行。",,"2
10
5","D
C",17.84%,33,185,https://www.xujcoj.com/home/contest/1543/problem/4,https://www.xujcoj.com/home/contest/1543/problem,https://www.xujcoj.com/home/problem?keyword3=1543,https://www.xujcoj.com/home/problem/detail/4358
4359：满足条件的数字和,23-24(1)第4次线上赛,3：满足条件的数字和,有m个正整数，要求统计满足这样条件的数字之和：该数字至少是其他p个数字的因子。,"这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例先是两个正整数m和p，（m<=100，p<=10）
然后是m个正整数。（均不大于100）","针对每组案例，输出一个整数，表示满足条件的数字之和。
每组案例输出完都要换行。",第一组案例中，符合条件的数是4、5、4这三个，因为4是另一个4以及8的因子，5是10和30的因子。,"2
6 2
10 4 5 4 8 30
6 3
10 4 5 4 8 30","13
0",53.38%,71,133,https://www.xujcoj.com/home/contest/1543/problem/3,https://www.xujcoj.com/home/contest/1543/problem,https://www.xujcoj.com/home/problem?keyword3=1543,https://www.xujcoj.com/home/problem/detail/4359
4361：转专业,23-24(1)第4次线上赛,1：转专业,学校里有A、B、C、D、E五个专业，已知这5个专业初始的学生人数，还知道几个专业之间互相转专业的人数信息，求每个专业转专业前后的学生人数数据。,"只有一组案例。
第一行是5个正整数，表示A、B、C、D、E这5个专业初始的学生人数。
第二行是4个整数，表示A专业转到B、C、D、E这4个其他专业的人数。
第三行是4个整数，表示B专业转到A、C、D、E这4个其他专业的人数。
第四行是4个整数，表示C专业转到A、B、D、E这4个其他专业的人数。
第五行是4个整数，表示D专业转到A、B、C、E这4个其他专业的人数。
第六行是4个整数，表示E专业转到A、B、C、D这4个其他专业的人数。","第一行是A: <转专业前人数> >> <转专业后人数>
第二行是B: <转专业前人数> >> <转专业后人数>
第三行是C: <转专业前人数> >> <转专业后人数>
第四行是D: <转专业前人数> >> <转专业后人数>
第五行是E: <转专业前人数> >> <转专业后人数>
其中<转专业前人数>和<转专业后人数>都要用具体数字代替，具体格式可以参照样例，注意严格按样例格式，不要漏掉行中的一些空格。第五行输出完也要换行。
特殊情况，如果某专业转专业前后人数相同，则输出格式要做修改。例如如果A专业转专业前后都是50人，那么A所在的第一行应该显示“A: 50”，而不是“A: 50 >> 50”",,"60 70 50 90 80
1 0 2 3
2 4 0 1
1 1 1 1
4 5 6 7
1 2 3 6","A: 60 >> 62

B: 70 >> 72

C: 50 >> 59

D: 90 >> 77

E: 80",35.43%,163,460,https://www.xujcoj.com/home/contest/1543/problem/1,https://www.xujcoj.com/home/contest/1543/problem,https://www.xujcoj.com/home/problem?keyword3=1543,https://www.xujcoj.com/home/problem/detail/4361
4446：打卡时间,23-24(2)第1次线上赛,1：打卡时间,"某企业规定了上班打卡时间，例如0830，表示上班打卡时间是08:30。
现在有某位员工一周5天的打卡时间，例如某天是0826，表示该员工那天的打卡时间是08:26，比规定的打卡时间早，没有迟到；如果某天是0832，表示该员工那天的打卡时间是08:32，迟到了2分钟。
统计一下该员工这5天时间里，一共迟到了几分钟。","第一行是一个4位整数，表示企业规定的上班打卡时间，其中前两位是小时，后两位是分钟。
第二行有5个4位整数，表示员工从星期一到星期五的打卡时间，每个整数的前两位是小时，后两位是分钟。","一个整数，表示一共迟到了几分钟。
不要换行。",,"0830
0826 0832 0800 0900 0820",32,50.46%,166,329,https://www.xujcoj.com/home/contest/1635/problem/1,https://www.xujcoj.com/home/contest/1635/problem,https://www.xujcoj.com/home/problem?keyword3=1635,https://www.xujcoj.com/home/problem/detail/4446
4448：英文字母,23-24(2)第1次线上赛,3：英文字母,"有一段很长的英文文字，只含有大写字母和小写字母，没有空格或者其他字符。
问这段英文文字中是否包含所有26个英文字母（大小写字母都可以）？","这是一道多组案例的题目。一个正整数n，表示案例的数量。（n<=100）
每组案例有一段英文字母组成的字符串。（字符串长度不超过1000）","针对每组案例，如果字符串里包含所有26个英文字母，则输出Yes，否则输出No。
每组案例输出完都要换行。",,"2
efgABCDHIJKLMNOPQWRSTUVWXYZabc
abcd","Yes
No",51.88%,124,239,https://www.xujcoj.com/home/contest/1635/problem/3,https://www.xujcoj.com/home/contest/1635/problem,https://www.xujcoj.com/home/problem?keyword3=1635,https://www.xujcoj.com/home/problem/detail/4448
